interaction_id,timestamp,source_id,target_id,interaction_type,content_topic_1,content_topic_2,content_topic_3,content_topic_4,content_topic_5,content_topic_6,content_topic_7,content_topic_8,content_topic_9,content_topic_10
343,2023-01-01 18:36:40,43,52,like,,,,,,,,,,
344,2023-01-01 18:53:21,59,60,share,,,,,,,,,,
345,2023-01-01 18:00:10,80,21,share,,,,,,,,,,
346,2023-01-01 18:37:23,25,35,like,,,,,,,,,,
347,2023-01-01 18:52:21,66,30,comment,0.38745967471706777,0.11188983232930626,0.14709434389878004,0.06934959086977015,0.04897405332836715,0.2995966983000728,0.01789287549577017,0.3565162797674212,0.6102893246882102,0.09794717655491636
348,2023-01-01 18:59:27,38,0,like,,,,,,,,,,
349,2023-01-01 18:20:33,88,-1,post,0.03659074491574496,0.5464788213104921,0.13089310878585866,0.3012493241576973,0.0604555460923545,0.033275237992828985,0.002303552638607444,0.4144818737803339,0.10215995466286823,0.129941000195627
350,2023-01-01 18:45:43,26,21,like,,,,,,,,,,
351,2023-01-01 18:42:23,14,20,like,,,,,,,,,,
352,2023-01-01 19:55:13,56,5,like,,,,,,,,,,
353,2023-01-01 19:00:11,34,37,comment,0.14898462459029543,0.17360378447678948,0.11476540605269216,0.08739831508902766,0.6092350045430079,0.14027593324320586,0.513664434864039,0.3363121536639807,0.2244983155061591,0.22639782979942916
354,2023-01-01 19:44:44,80,38,like,,,,,,,,,,
355,2023-01-01 19:48:16,43,-1,post,0.7295532519739877,0.34577090593841625,0.15906113625628898,0.35409007165762274,0.28206480588582644,0.1447449071027675,0.22860638818210402,0.17247648138468868,0.021579819830273742,0.08763146810267942
356,2023-01-01 19:13:08,99,91,like,,,,,,,,,,
357,2023-01-01 19:38:45,23,21,share,,,,,,,,,,
358,2023-01-01 19:26:36,39,2,like,,,,,,,,,,
359,2023-01-01 19:54:16,92,87,share,,,,,,,,,,
360,2023-01-01 19:19:27,96,38,like,,,,,,,,,,
361,2023-01-01 19:41:52,23,22,comment,0.02599975010298403,0.056371405173895314,0.27781705151100855,0.26765839155749077,0.3298692188443977,0.17130663786266276,0.04104374026927222,0.3877911750865689,0.0996576210433999,0.24373373152225
362,2023-01-01 19:29:18,36,3,like,,,,,,,,,,
363,2023-01-01 19:11:57,70,78,comment,0.4666768316532707,0.02193620741142,0.6394479225138491,0.36271510800591866,0.2946264439614715,0.08098100360001274,0.2322761453467097,0.08208290659708042,0.13044767489558792,0.04147425769017553
364,2023-01-01 19:57:19,54,45,like,,,,,,,,,,
365,2023-01-01 19:46:42,23,22,like,,,,,,,,,,
366,2023-01-01 19:55:23,7,60,comment,0.020917052983694083,0.47249528041811767,0.06526211831127918,0.09976394949543803,0.5048174838784878,0.2567161021799856,0.18745864217216504,0.13241926833245682,0.1821220347196105,0.3799936138297894
367,2023-01-01 19:53:28,68,75,comment,0.4514205130003305,0.003494726880395353,0.06144325646220463,0.31802486558899135,0.16601101461682433,0.08521450331863974,0.4636762842564112,0.3854511822086248,0.09351712403288306,0.003990674993874806
368,2023-01-01 19:21:29,5,44,comment,0.04443498745010351,0.36341645015117313,0.08407297928857657,0.5847474932965765,0.001091877212853566,0.30116525022261575,0.2633724835735034,0.051582525165685116,0.15024605906564856,0.09428288490366013
369,2023-01-01 19:31:24,34,37,comment,0.07681395650184546,0.016368856096609232,0.1650935350759459,0.1678010091514678,0.2559814710463393,0.35872177154336204,0.03772668732887122,0.37719253887276327,0.11717619269198759,0.16525194310057106
370,2023-01-01 19:13:50,68,23,like,,,,,,,,,,
371,2023-01-01 19:38:58,32,74,comment,0.043056903140084306,0.15204180334622247,0.6009577584425403,0.2828910188364892,0.24371160392671778,0.11982474518066555,0.08386110404691677,0.010358255349137766,0.006468228413862375,0.23598643688871707
372,2023-01-01 19:08:17,13,96,share,,,,,,,,,,
373,2023-01-01 19:22:24,97,-1,post,0.062087510812034126,0.18139334941976162,0.0876761274802866,0.17577556009712186,0.15878548911312163,0.21209219366876977,0.5758851978640939,0.08242576876757227,0.09682299289956724,0.185241908060195
374,2023-01-01 19:17:42,72,43,like,,,,,,,,,,
375,2023-01-01 19:03:50,15,19,share,,,,,,,,,,
376,2023-01-01 19:33:27,47,-1,post,0.04776932594827787,0.25376670726309697,0.29656063049541853,0.45155324424829335,0.39658932771486705,0.29236761154057195,0.1559190859627035,0.16328828721533858,0.12816516942956419,0.04733073708041908
377,2023-01-01 19:14:44,75,41,share,,,,,,,,,,
378,2023-01-01 19:22:48,22,23,share,,,,,,,,,,
379,2023-01-01 19:18:30,82,66,comment,0.30559929434099614,0.1256248761329975,0.23208666052825586,0.3402105722435266,0.3353772168338473,0.11341855825282696,0.0595416300928442,0.11679235250108798,0.14339590917347447,0.14323103559466568
380,2023-01-01 19:18:12,8,24,comment,0.2546664434145015,0.19066773918065483,0.23869012777740203,0.3631376694070883,0.20012067033851408,0.5825481389065307,0.39276678949144983,0.014677296989404794,0.31326164747633,0.17862471949427186
381,2023-01-01 19:44:33,32,15,like,,,,,,,,,,
382,2023-01-01 19:13:55,8,24,like,,,,,,,,,,
383,2023-01-01 19:52:57,32,29,comment,0.48643262605926163,0.1744610250273456,0.280617559879778,0.32462207712509006,0.574882768425176,0.22623738377744157,0.042004897922684845,0.15440051762566906,0.38234076467149847,0.2781406584731862
384,2023-01-01 19:00:09,54,22,like,,,,,,,,,,
385,2023-01-01 19:18:50,87,79,comment,0.17459896363219002,0.1586588989968821,0.2733102589868187,0.033683200393949946,0.3002846950911763,0.30126913910088887,0.013866899706464268,0.16360364280402345,0.3638584933346974,0.13965000512491085
386,2023-01-01 19:32:31,93,63,comment,0.010900082907608834,0.15522963191018446,0.30497751690966174,0.2834111217568532,0.029182883243909993,0.10756194345990258,0.2430995768325555,0.29972745862764677,0.08242592300203394,0.03554889366245747
387,2023-01-01 19:38:43,98,81,share,,,,,,,,,,
388,2023-01-01 19:36:14,99,75,like,,,,,,,,,,
389,2023-01-01 19:59:12,0,91,like,,,,,,,,,,
390,2023-01-01 19:42:21,87,61,like,,,,,,,,,,
391,2023-01-01 20:51:23,1,19,like,,,,,,,,,,
392,2023-01-01 20:05:25,37,34,share,,,,,,,,,,
393,2023-01-01 20:27:58,90,12,comment,0.017449854952607223,0.28265986216687333,0.1204991778637093,0.08631625194201768,0.10625447197898104,0.07237272442993145,0.07178156067042377,0.13164901614470767,0.003227514167637048,0.09857577001432492
394,2023-01-01 20:54:53,16,96,share,,,,,,,,,,
395,2023-01-01 20:08:45,49,-1,post,0.5295345962825762,0.17550050617961008,0.2724649242743362,0.3131443417436992,0.18478913049176685,0.0417594257491689,0.35193763791839316,0.09493245086811113,0.7025564712543595,0.45801469571250525
396,2023-01-01 20:17:33,30,66,comment,0.038884118765289834,0.7304667920919217,0.29533916856410725,0.16147635986851303,0.1472250074030405,0.055370899889488095,0.034311751227738704,0.24729600374833927,0.1442891558279665,0.1327511339085412
397,2023-01-01 20:34:46,39,2,comment,0.03189480794296029,0.055819569497758584,0.17903111923312456,0.2709068996996482,0.05713353129845651,0.47021028140420085,0.21893161106613898,0.08544848818196689,0.2618983790416447,0.11818417333648866
398,2023-01-01 20:56:33,37,34,like,,,,,,,,,,
399,2023-01-01 20:47:09,95,-1,post,0.09549628480072606,0.06594484507182938,0.5982100773583697,0.17857340359919766,0.007935644077747184,0.2574803267877237,0.3990774492833091,0.024685573992866656,0.3760798995655912,0.10526385885504824
400,2023-01-01 20:20:00,34,37,like,,,,,,,,,,
401,2023-01-01 20:04:52,68,44,like,,,,,,,,,,
402,2023-01-01 20:17:07,83,93,like,,,,,,,,,,
403,2023-01-01 20:23:15,53,9,like,,,,,,,,,,
404,2023-01-01 20:19:34,96,61,like,,,,,,,,,,
405,2023-01-01 20:17:44,50,45,comment,0.5953255053995056,0.25972833326262956,0.1583791718177495,0.27789930977815136,0.5837535844558255,0.30945482286673537,0.13889891208746705,0.11865401019406052,0.6145303256463565,0.16289030336636035
406,2023-01-01 20:47:40,77,90,like,,,,,,,,,,
407,2023-01-01 20:44:20,22,23,like,,,,,,,,,,
408,2023-01-01 20:12:33,7,60,like,,,,,,,,,,
409,2023-01-01 20:52:45,59,60,like,,,,,,,,,,
410,2023-01-01 20:47:34,21,-1,post,0.26336843694260476,0.049123113381179695,0.13497269412856003,0.273937163706031,0.3975190803384652,0.12202446173574337,0.24829614184648593,0.22603572035535455,0.0350487249534198,0.16103684894811074
411,2023-01-01 20:40:14,58,91,like,,,,,,,,,,
412,2023-01-01 20:46:46,17,68,comment,0.020411735535131217,0.02463607332431818,0.37609093688811446,0.16011558224792544,0.16760787256027718,0.3835245678709599,0.03415534488784531,0.19892267505950276,0.6164147935979863,0.013612086471468679
413,2023-01-01 20:44:04,59,60,comment,0.02455226000697815,0.313805598284151,0.011533904002615584,0.04590912800633443,0.4159155548762325,0.1833702828984142,0.3835945037664708,0.07802750121366381,0.22105853602590253,0.10541669405917137
414,2023-01-01 20:46:13,23,-1,post,0.17535082806497324,0.4497200472941896,0.03355897894476322,0.07942842664756262,0.18946912478729103,0.18279194245267738,0.005393750801663857,0.5687087687167568,0.37207608631845834,0.22161928103697673
415,2023-01-01 20:41:36,1,19,like,,,,,,,,,,
416,2023-01-01 20:00:34,25,35,like,,,,,,,,,,
417,2023-01-01 20:08:00,79,78,like,,,,,,,,,,
418,2023-01-01 20:52:31,78,-1,post,0.03315291650928891,0.34848484250886985,0.022214073677727264,0.3133018659850531,0.14973368719168784,0.2858112465509856,0.1202956801863938,0.05139199321981013,0.15363064051528486,0.0296026932274087
419,2023-01-01 20:58:19,88,98,share,,,,,,,,,,
420,2023-01-01 20:05:02,32,19,like,,,,,,,,,,
421,2023-01-01 20:15:16,7,-1,post,0.10265222191076022,0.44865679924364815,0.3678048578779153,0.07179596051069234,0.203621797848738,0.5308221731794013,0.02403218854080874,0.08665456860985095,0.05301698676077164,0.15266506747801573
422,2023-01-01 20:38:58,21,26,share,,,,,,,,,,
423,2023-01-01 20:39:48,6,76,comment,0.09134202456798288,0.009780415636835316,0.6415622594319367,0.0866232322529391,0.03376550977603691,0.15815287614951193,0.055435668518663724,0.131656422763486,0.045549947752306134,0.046059477234510836
424,2023-01-01 20:28:03,19,22,like,,,,,,,,,,
425,2023-01-01 20:12:19,7,60,like,,,,,,,,,,
426,2023-01-01 21:36:11,37,34,share,,,,,,,,,,
427,2023-01-01 21:51:21,5,27,like,,,,,,,,,,
428,2023-01-01 21:45:33,6,4,comment,0.19554843394732185,0.3909026447782468,0.05739088216555331,0.0346528598462067,0.20009131106166228,0.08143951335429728,0.20148614739326595,0.7573766515621286,0.3635294849686388,0.23203624062377393
429,2023-01-01 21:35:30,21,26,comment,0.3871897809151032,0.08899703874033445,0.39078821584570805,0.13106410985343098,0.11139121466923588,0.22695141359585513,0.6357355943395949,0.5146982635221931,0.09315919792363647,0.24864018333188723
430,2023-01-01 21:31:22,96,62,like,,,,,,,,,,
431,2023-01-01 21:15:22,20,-1,post,0.024848147147594632,0.32904214492137956,0.12573481423948793,0.39134747211775583,0.19651638629745946,0.1331482835909394,0.16768618889442416,0.2112186690802653,0.08131553512741409,0.18850423735265498
432,2023-01-01 21:30:35,77,90,comment,0.06496506312240481,0.2951313792173309,0.3215151968429696,0.03865155804884305,0.020596782928804326,0.6357668960343349,0.2639982650442255,0.4113810152563856,0.2498342153975271,0.15623202495026614
433,2023-01-01 21:49:36,91,99,comment,0.16737286524427275,0.23738273711619792,0.029911324355219152,0.1332905083773823,0.26834199822294263,0.06400188613268176,0.31719237133772094,0.7400141097990953,0.14139556267714729,0.20050170570337125
434,2023-01-01 21:23:50,29,-1,post,0.24174826403308347,0.031042797954739444,0.044261748636266585,0.662831721429951,0.46970416506699636,0.45831547369549996,0.36450594756654664,0.5708353270963832,0.03839589945513441,0.08452949228326931
435,2023-01-01 21:15:40,36,2,comment,0.4745195601670688,0.03523524545989606,0.4648627621535632,0.3817152430324488,0.07190962476635514,0.6479185199260683,0.004064031497532848,0.14220217902700802,0.016814246025354623,0.20044873303199973
436,2023-01-01 21:48:49,37,-1,post,0.2639782118929678,0.10055000486573426,0.11471114756046193,0.18946685406153735,0.28006549425929567,0.1416094566328151,0.02629908732316472,0.5771328043369993,0.03876487119575955,0.3177757211115048
437,2023-01-01 21:31:28,90,77,comment,0.12397692714016997,0.5311266592341619,0.04045565838500552,0.37971560605483745,0.09454216370413708,0.04924767050704846,0.06546324892845139,0.30246348441313925,0.09184570219919005,0.592444091925052
438,2023-01-01 21:02:07,71,4,like,,,,,,,,,,
439,2023-01-01 21:04:27,44,-1,post,0.5513628847528459,0.046754217989649405,0.1717420384657391,0.060129737062197784,0.06423054024473077,0.32310911073923804,0.04225298137748545,0.5164498246183395,0.1656869275395385,0.07953086300665259
440,2023-01-01 21:01:51,87,-1,post,0.11056127651716816,0.4539411827556088,0.28562252878934163,0.06171991186969861,0.1308893148813422,0.019791067595950923,0.12426934200320278,0.2956998474620139,0.20141024057936618,0.22290738994597123
441,2023-01-01 21:52:19,18,70,comment,0.06275824257931795,0.43139598963186215,0.16701324665824094,0.08365605361822546,0.07117679493432867,0.1328718486317245,0.17837475029567604,0.27363764651992156,0.3721296247031899,0.19676109925225846
442,2023-01-01 21:23:02,25,35,comment,0.4817015365128311,0.0782184462600395,0.16220726013877668,0.07344639359415323,0.0660394185456435,0.20750970584798328,0.272479649530727,0.41564634492368113,0.05486877578488746,0.3484820769942871
443,2023-01-01 21:55:00,83,25,like,,,,,,,,,,
444,2023-01-01 21:00:09,32,99,like,,,,,,,,,,
445,2023-01-01 21:52:12,51,45,like,,,,,,,,,,
446,2023-01-01 21:26:00,50,-1,post,0.24675104322167177,0.2025022746093852,0.3294608325603155,0.029259938656027395,0.2927886061001076,0.48347134322624885,0.05508715107701667,0.03603582532988914,0.26911828299296375,0.3176720184332694
447,2023-01-01 21:14:54,93,66,like,,,,,,,,,,
448,2023-01-01 21:05:24,45,-1,post,0.021368773134453022,0.11889070012636135,0.26066057654187175,0.010827677515721534,0.37717296907438963,0.18304901820439654,0.2609987595750856,0.2764839588084749,0.19955899096380803,0.016407566688245553
449,2023-01-01 21:21:31,5,10,comment,0.27193595775780177,0.5487912208651293,0.058824497186854396,0.08827226116116318,0.37015503553901613,0.012762896409975919,0.1410607712377444,0.39015414724484715,0.08689886505384908,0.03702321119153146
450,2023-01-01 21:49:08,99,75,share,,,,,,,,,,
451,2023-01-01 21:54:25,17,63,comment,0.1370896759442949,0.05949855584160394,0.2329311784990565,0.07200489822967565,0.4514220164881942,0.04758392458931479,0.14753556312876812,0.03670337753996884,0.23938950715020713,0.3898138577907814
452,2023-01-01 21:53:08,32,-1,post,0.09548410919508662,0.370587544186956,0.17149061125878626,0.7593715377847028,0.3434765712189307,0.04986124673630213,0.04632575084337119,0.05731205076029614,0.11738437454646576,0.14000140186506044
453,2023-01-01 22:00:26,21,-1,post,0.45570987971214716,0.044704923074336454,0.16296352904107927,0.1500396199653573,0.5523559440119028,0.32112166524717956,0.40827519401541446,0.1961420748154703,0.003948481429586316,0.042105589086149774
454,2023-01-01 22:16:55,36,78,share,,,,,,,,,,
455,2023-01-01 22:22:36,84,57,comment,0.3721544233201045,0.025502407887088033,0.42062715855101934,0.06094194544968147,0.3253235051901421,0.10700983575718437,0.9190006173326588,0.03172976610951828,0.27573563506590637,0.25008719337211843
456,2023-01-01 22:56:15,51,6,comment,0.01915804725125704,0.20227978144641492,0.23172359152760558,0.43760296069976634,0.10982963189574611,0.1903710896460488,0.19913093968647957,0.057290891356654994,0.1428339052349947,0.24100987331380094
457,2023-01-01 22:22:10,3,47,like,,,,,,,,,,
458,2023-01-01 22:27:15,57,47,share,,,,,,,,,,
459,2023-01-01 22:15:04,75,41,like,,,,,,,,,,
460,2023-01-01 22:28:26,6,-1,post,0.12530326377662135,0.016111895645656626,0.17315149738042243,0.12350282154885538,0.06564127375803304,0.09200357946188371,0.03290683790547729,0.5723492051882266,0.37521193509508743,0.12695922389112468
461,2023-01-01 22:16:21,78,-1,post,0.20527889334785349,0.1890516815043677,0.6023340148562016,0.006651458421600681,0.034922479293502395,0.13721896372702239,0.3611438269321988,0.1791891044354959,0.10806422175370699,0.010673516868711473
462,2023-01-01 22:37:38,60,59,like,,,,,,,,,,
463,2023-01-01 22:32:51,99,75,like,,,,,,,,,,
464,2023-01-01 22:02:55,39,19,like,,,,,,,,,,
465,2023-01-01 22:30:16,77,63,comment,0.17527997110432716,0.1891441410458655,0.284445969162262,0.22508801362569716,0.04833423224628886,0.8249064880147005,0.0851521346712669,0.32394963084434236,0.2124201580894276,0.07632816256670674
466,2023-01-01 22:38:04,90,12,comment,0.05420342379027605,0.48353773305044745,0.14029132865751456,0.3645444641199061,0.4693295700054863,0.00706143402202027,0.11737567360474979,0.4167872233683803,0.11528290240190148,0.3061695770680533
467,2023-01-01 22:55:56,54,45,comment,0.22129518345031376,0.2580373518017943,0.20855141023993884,0.27780006112758066,0.45398564436138766,0.11301157035267186,0.44204584371998357,0.03393676473607189,0.15053625664043832,0.08354022056909693
468,2023-01-01 22:44:46,27,21,like,,,,,,,,,,
469,2023-01-01 22:52:08,68,10,like,,,,,,,,,,
470,2023-01-01 22:14:46,6,96,comment,0.20943704567803084,0.01928225648661186,0.1464636268231422,0.08115398477046555,0.16554282904180986,0.02889925077151781,0.00741667472856087,0.6009007337632055,0.26527960459697547,0.1429951213138
471,2023-01-01 22:12:39,28,78,comment,0.18720307852830542,0.024344022144865165,0.13109069028363934,0.07553959769272217,0.16687300948085892,0.058639265177630885,0.1562503370072426,0.12827948940101752,0.05713146785178555,0.6056086036298901
472,2023-01-01 23:12:47,46,50,comment,0.3104195312281776,0.15921168436774522,0.08185682000741128,0.1365028249693228,0.43527950541928645,0.22109158494316053,0.36604165069103123,0.0791768241104912,0.24341321400152596,0.32940077802721873
473,2023-01-01 23:27:01,25,35,like,,,,,,,,,,
474,2023-01-01 23:13:38,95,94,like,,,,,,,,,,
475,2023-01-01 23:11:28,42,61,comment,0.21480849276862876,0.021356008226992837,0.415146666779382,0.46274488938969904,0.10566971795038294,0.1741222841417365,0.3937499912446547,0.28128234672861285,0.21886564791252278,0.06889413871745538
476,2023-01-01 23:19:45,51,66,like,,,,,,,,,,
477,2023-01-01 23:54:08,72,45,comment,0.268166097762975,0.19178765040860488,0.2108028004110135,0.0366604222152905,0.2935871635743815,0.20537998057361437,0.5061784745748352,0.6124592467051381,0.09091894239933856,0.08970232047362559
478,2023-01-01 23:23:12,97,-1,post,0.07692461681150402,0.47808444615719625,0.16980880517380817,0.12287215712548911,0.09547091836127974,0.358694450619723,0.23112572507302742,0.09268181087201438,0.2225610097526309,0.12215660824289813
479,2023-01-02 00:20:00,80,25,like,,,,,,,,,,
480,2023-01-02 00:51:18,18,3,comment,0.0148350486620835,0.12617737219937533,0.15595180072612477,0.02856395348154331,0.17309391871290736,0.285612871528385,0.29279338916007236,0.0923839285332049,0.0732053710025832,0.0012179562341895528
481,2023-01-02 00:39:43,93,75,like,,,,,,,,,,
482,2023-01-02 01:08:38,54,45,like,,,,,,,,,,
483,2023-01-02 05:56:46,52,43,like,,,,,,,,,,
484,2023-01-02 06:32:28,19,-1,post,0.07403855858458767,0.04990294055218215,0.19882358567598374,0.17620432365131458,0.04759753953488919,0.4897855999653145,0.21221709272053443,0.02775086710023283,0.11431720130147993,0.029746301903841078
485,2023-01-02 06:46:10,68,22,share,,,,,,,,,,
486,2023-01-02 06:41:26,19,1,share,,,,,,,,,,
487,2023-01-02 07:17:43,15,-1,post,0.35297722342252913,0.03519968694149518,0.4051683059208032,0.3358056502892599,0.5731082232136505,0.30590232038631504,0.07271128754441612,0.3718510117290833,0.04724232039919639,0.061842600168713485
488,2023-01-02 07:17:56,32,80,like,,,,,,,,,,
489,2023-01-02 07:12:13,78,70,like,,,,,,,,,,
490,2023-01-02 07:27:44,3,47,like,,,,,,,,,,
491,2023-01-02 07:34:34,51,19,comment,0.06362306445298237,0.04017562320198123,0.10053992704960313,0.28416493364459583,0.43107069020475214,0.157427541169599,0.0717325110275464,0.15057932271526783,0.19248784223756898,0.327800894821853
492,2023-01-02 07:41:31,91,0,comment,0.310501415712044,0.010357904525761049,0.17772181212839755,0.25669659122204663,0.1831209650911036,0.17042484660355522,0.27479426667964657,0.6609768526029306,0.3625377297426808,0.33270515443640364
493,2023-01-02 07:24:51,87,79,comment,0.32069820163857077,0.19790766122711276,0.21823259990843427,0.03610477360753709,0.44553073815995414,0.4810571467909468,0.392217149508509,0.2004064096785941,0.27496097172963485,0.03867607109528644
494,2023-01-02 07:42:28,58,23,like,,,,,,,,,,
495,2023-01-02 07:48:46,44,33,comment,0.8136751639003251,0.2966670667921838,0.08336337709202471,0.32264712743606433,0.06258425328508162,0.14578416479161435,0.05434027364638069,0.29221235233006865,0.13648873162360528,0.05314151966121985
496,2023-01-02 07:22:44,5,60,like,,,,,,,,,,
497,2023-01-02 08:30:26,60,-1,post,0.047213762983713145,0.05814080874357269,0.29283860095233827,0.2335904872165234,0.24755529775565963,0.1372801144385234,0.08301214410876713,0.3921229835210881,0.02641195360305327,0.11832486306417177
498,2023-01-02 08:44:03,72,82,like,,,,,,,,,,
499,2023-01-02 08:27:14,87,79,share,,,,,,,,,,
500,2023-01-02 08:45:33,19,15,comment,0.03469876151575918,0.672205983571717,0.6180683247699585,0.17348030151048413,0.07410800361355234,0.701578676853696,0.281684186871537,0.00954234216931438,0.41649923622175583,0.2722267037721327
501,2023-01-02 08:09:02,34,-1,post,0.014275014431562982,0.18862887959177307,0.018487368119563467,0.022961479260886236,0.5530492234683941,0.18357300344254018,0.3190852094464483,0.47778595212999214,0.07676334264755973,0.11526844070660018
502,2023-01-02 08:34:15,1,19,comment,0.0073145859779246295,0.21935461883288962,0.3662989470220893,0.355823707494376,0.4375568070212516,0.05680899243475035,0.0612144507932577,0.38641954739858186,0.37974454973813754,0.00845863799788526
503,2023-01-02 08:34:32,77,90,like,,,,,,,,,,
504,2023-01-02 08:38:41,72,-1,post,0.05716872223653107,0.15241643746645253,0.19439831760341988,0.07083183063214267,0.021840629104263477,0.104334453063748,0.2336953663348036,0.4183760918270585,0.4486716533224981,0.057447082782477815
505,2023-01-02 08:59:05,25,35,share,,,,,,,,,,
506,2023-01-02 08:46:08,51,-1,post,0.08138875600128992,0.2755169904578382,0.5552845510575494,0.11020020705749779,0.0780890656594079,0.022319458991151533,0.3640919169423163,0.03612119989568825,0.1257048209143398,0.4083956962996997
507,2023-01-02 08:17:15,73,-1,post,0.03836077201935011,0.3237877966252883,0.07853265139529779,0.2394133889256279,0.04290027913697085,0.26427521425147266,0.1236182110755552,0.15283641439662526,0.01068014701175904,0.1761975988571688
508,2023-01-02 08:32:53,53,12,comment,0.5397376592359846,0.032342879002401445,0.042086116175571585,0.3538139364196569,0.12211850512647593,0.46969534493241744,0.0657024210412643,0.1625702625311455,0.3578133380388981,0.16619701928215053
509,2023-01-02 08:28:13,89,56,like,,,,,,,,,,
510,2023-01-02 08:27:39,8,24,comment,0.037557863338847225,0.08174072561513618,0.01234963030783999,0.5665019224291493,0.12901900091970733,0.05310183004044608,0.047372789720609765,0.1279147281604521,0.22244607274538467,0.04681308701261558
511,2023-01-02 08:33:39,2,-1,post,0.1864334299168499,0.18907642363182728,0.3219067502810981,0.5366706144820378,0.014368356966308166,0.020943987566470305,0.04031329786335354,0.5005412745938782,0.272824327176374,0.0007059405584128095
512,2023-01-02 08:43:04,33,44,comment,0.02907955615092219,0.1378634162728311,0.22993760720858772,0.3337464775835376,0.27211570993456347,0.18715123166002043,0.3917693833884134,0.012333176687489738,0.1691791259259848,0.0723504397722235
513,2023-01-02 08:53:38,76,74,like,,,,,,,,,,
514,2023-01-02 08:46:26,58,38,like,,,,,,,,,,
515,2023-01-02 09:12:57,25,35,like,,,,,,,,,,
516,2023-01-02 09:40:42,44,33,like,,,,,,,,,,
517,2023-01-02 09:35:13,72,-1,post,0.2900878299073656,0.16749584350281807,0.06575468105558246,0.017659829304336315,0.1751990999251667,0.1274003100476434,0.4103796759612181,0.5233196621427982,0.3508624203538158,0.05662345006986336
518,2023-01-02 09:58:07,22,31,like,,,,,,,,,,
519,2023-01-02 09:45:15,75,-1,post,0.2369509217969613,0.2930521166599922,0.27395956650015885,0.20892962824065042,0.01669916229381935,0.054980124132178475,0.13336774640409058,0.034882258122504915,0.026671923970942545,0.4091216986479348
520,2023-01-02 09:37:54,63,77,comment,0.42409911580977244,0.09280751484812663,0.1434047160630474,0.05675849643456869,0.26965660558265964,0.18535078105411665,0.05031935285563797,0.20945806822700205,0.16851649548445852,0.19478253527752115
521,2023-01-02 09:13:44,96,-1,post,0.1559136717033778,0.37193603673281356,0.12962061091670177,0.13229594238160342,0.39221388255005907,0.2529700142254426,0.3902662436363219,0.0607717231472099,0.20645851646519714,0.02125412208726077
522,2023-01-02 09:15:44,40,64,like,,,,,,,,,,
523,2023-01-02 09:50:56,71,4,like,,,,,,,,,,
524,2023-01-02 09:44:45,2,36,share,,,,,,,,,,
525,2023-01-02 09:08:14,8,-1,post,0.41926548170541567,0.6242421147198872,0.17119535046810683,0.20220971326688517,0.12556163250680505,0.3676610576483562,0.3857331336803126,0.01763183095998531,0.04352885457834753,0.17047952915086909
526,2023-01-02 09:20:54,16,55,like,,,,,,,,,,
527,2023-01-02 09:03:07,37,13,comment,0.031158747851831908,0.020558957246519207,0.022054188075895823,0.02781312818978966,0.01621945136335131,0.34850861832940083,0.08450002153923655,0.6226045898493275,0.030022696863287627,0.4234898339559419
528,2023-01-02 09:54:58,56,47,comment,0.021200018321560286,0.005754364339258007,0.3954629184824729,0.021956038441901284,0.39138640470456293,0.022068038438381215,0.4426313811421186,0.009307152202900777,0.35480373680130856,0.17941611867400062
529,2023-01-02 09:13:29,32,67,like,,,,,,,,,,
530,2023-01-02 09:42:21,13,-1,post,0.2578889815694161,0.026007754481183032,0.10744422377769258,0.28886763418811695,0.03851528178989806,0.07546106407266957,0.39761043721152456,0.5047965289635165,0.07403522056700101,0.06362524599085911
531,2023-01-02 09:53:42,8,24,like,,,,,,,,,,
532,2023-01-02 09:55:52,45,54,like,,,,,,,,,,
533,2023-01-02 09:17:02,26,-1,post,0.22678606864484907,0.13399975831817335,0.5490597811952284,0.28505174229880464,0.32540517321780704,0.28708961794304505,0.11008174972851452,0.14405302452049754,0.2502832754063683,0.19128457616761133
534,2023-01-02 09:00:31,3,47,like,,,,,,,,,,
535,2023-01-02 09:53:37,8,-1,post,0.29316545870418265,0.5081004794408228,0.035314873430998164,0.7235252051413935,0.3689677734850442,0.12157274348929792,0.037019163355018515,0.18944309874278417,0.013339610683212443,0.11011910221274163
536,2023-01-02 10:56:36,43,52,like,,,,,,,,,,
537,2023-01-02 10:30:39,42,28,share,,,,,,,,,,
538,2023-01-02 10:29:24,50,47,comment,0.4382045228780733,0.37506795513934094,0.6550522885807121,0.039384131263618186,0.27174279210979657,0.12570037006198645,0.11197841648208044,0.5999071439632765,0.34601154941243134,0.051202029494377625
539,2023-01-02 10:20:41,24,8,comment,0.025695225965032004,0.20884319377255509,0.12932272285512653,0.3942777905873247,0.15219748320025356,0.0025950932383987965,0.049886366013072954,0.09717725927545744,0.1571137243395943,0.11811118716728367
540,2023-01-02 10:52:04,34,37,like,,,,,,,,,,
541,2023-01-02 10:24:14,62,13,like,,,,,,,,,,
542,2023-01-02 10:36:40,32,-1,post,0.05366722098487591,0.11751154630268407,0.3360866817773229,0.2490516286149589,0.2362224127055402,0.07622567537276681,0.27536349157713214,0.0150771872293233,0.34059258342738696,0.3918979564476572
543,2023-01-02 10:40:13,47,56,like,,,,,,,,,,
544,2023-01-02 10:50:32,37,34,like,,,,,,,,,,
545,2023-01-02 10:42:58,68,0,like,,,,,,,,,,
